temperature,cpu_usage,memory_usage,network_traffic,failure
59.29,19.25,57.41,164.04,0
79.82,2.65,45.49,452.84,0
54.02,96.62,48.54,248.92,0
54.05,54.48,60.01,260.63,0
60.95,47.46,42.98,426.23,1
68.16,50.02,53.09,546.5,0
62.8,19.24,43.38,330.16,0
37.76,30.69,33.3,283.56,0
59.51,76.38,68.75,299.32,1
75.58,56.85,85.74,245.34,1
59.98,31.26,74.16,257.3,0
45.76,22.92,60.97,257.94,0
57.25,35.72,43.45,409.29,0
44.75,39.32,49.84,289.42,0
64.86,81.88,74.03,463.12,1
47.35,41.61,13.93,286.05,0
55.59,23.59,48.46,255.96,0
48.14,43.95,68.21,453.35,0
50.63,49.76,34.51,302.59,0
66.89,21.95,62.62,284.83,0
55.83,52.24,61.79,304.03,0
50.53,66.76,28.82,476.0,0
45.84,47.5,56.57,336.73,0
40.03,30.65,43.89,449.94,0
44.99,35.48,62.49,271.85,0
55.9,15.14,67.06,430.73,0
62.84,42.59,62.18,328.52,0
50.52,50.59,56.31,405.91,0
67.56,28.86,60.2,416.0,0
49.26,79.91,33.83,187.01,0
53.1,59.26,54.45,308.63,0
46.36,12.73,40.66,414.86,0
62.93,13.1,73.57,433.98,0
71.78,27.29,67.3,450.41,1
40.91,73.32,67.25,312.57,1
52.23,61.04,85.84,484.83,1
65.12,74.23,49.06,221.14,0
43.42,45.18,45.12,120.63,0
59.53,41.23,48.64,266.69,0
64.77,22.54,26.16,443.5,0
55.63,51.29,27.58,169.66,0
59.4,41.47,66.18,123.62,1
69.09,40.78,29.89,93.54,0
70.59,74.12,35.65,388.31,0
54.5,42.73,53.17,126.29,0
50.74,68.96,47.58,365.88,0
47.64,16.41,70.94,260.63,0
62.82,93.39,56.09,207.53,1
44.03,38.28,40.63,180.15,0
52.98,57.73,72.49,324.75,0
55.82,60.59,68.12,209.5,0
50.98,36.05,29.6,299.4,0
57.24,59.74,59.54,348.17,0
75.52,60.68,42.13,373.52,1
54.03,32.16,41.65,412.12,0
51.52,32.38,88.65,319.77,0
63.12,45.82,57.24,173.99,0
56.92,42.92,51.08,355.89,0
66.51,70.08,56.53,378.74,1
56.32,57.65,70.74,278.21,1
53.01,43.73,42.37,265.45,0
40.73,55.91,45.44,597.02,0
42.04,8.16,66.82,144.83,0
40.31,33.92,27.7,359.24,0
58.03,50.18,72.83,425.52,1
44.1,65.08,26.11,259.05,0
65.04,48.6,50.58,279.78,0
55.24,71.25,26.22,251.82,1
53.05,60.62,35.99,300.03,0
48.25,36.21,78.36,407.94,1
59.98,42.48,73.8,276.22,1
48.56,52.35,75.72,673.27,1
47.12,36.92,28.92,245.67,0
64.51,72.56,36.08,465.3,0
57.84,25.04,61.12,365.27,0
53.12,50.69,67.88,313.02,0
60.13,58.24,40.61,476.49,0
55.07,39.36,44.58,107.99,0
58.06,35.3,34.64,351.02,0
48.47,43.63,84.85,214.03,0
71.56,59.62,46.45,247.68,0
50.36,36.0,55.56,242.04,0
67.45,25.76,56.51,184.34,0
53.49,65.71,74.9,101.69,0
61.46,52.19,37.86,346.65,0
60.87,63.14,76.03,292.1,0
64.17,58.67,31.98,263.93,0
48.28,84.24,75.98,391.1,0
63.61,65.07,24.12,354.23,0
69.77,31.97,53.12,267.98,0
52.93,53.46,84.26,666.11,1
55.28,34.97,67.55,422.16,1
50.81,36.83,62.58,593.38,0
52.23,19.57,36.13,250.21,0
68.69,39.85,41.77,329.96,0
46.97,54.81,79.2,151.41,1
47.46,43.81,63.5,260.34,0
67.89,25.21,71.02,229.92,0
60.0,17.59,56.33,659.46,0
71.96,83.01,49.93,216.9,1
51.4,50.85,68.8,271.92,0
56.01,30.17,59.67,125.56,0
49.71,53.31,51.94,364.05,0
56.15,84.41,29.55,191.97,0
40.81,56.17,72.17,410.23,0
60.48,0.0,62.92,85.4,0
57.59,92.74,44.09,285.41,0
54.54,11.71,76.23,78.5,0
51.88,41.29,59.39,241.14,0
47.84,24.6,59.74,265.53,0
60.82,31.68,70.91,228.12,0
45.63,50.12,67.04,239.97,1
59.1,7.72,60.29,416.54,0
71.6,43.38,51.61,560.93,1
66.88,65.65,90.71,340.72,1
42.96,29.82,41.79,196.79,0
50.71,19.97,68.43,307.69,0
58.37,42.49,53.49,257.49,0
54.44,38.91,63.18,406.73,0
43.8,34.29,77.2,334.54,0
58.08,23.61,49.39,110.66,0
54.92,54.35,65.83,431.75,1
70.31,55.71,59.78,416.02,1
52.97,25.82,43.46,479.4,0
64.34,28.31,77.65,238.03,0
44.86,47.46,67.8,336.12,0
46.78,27.63,47.18,157.83,0
60.77,48.22,74.86,293.85,1
63.67,71.42,40.03,347.64,1
47.34,43.92,54.48,223.67,0
55.19,23.15,47.27,341.08,0
43.95,52.06,68.52,320.16,0
53.55,41.8,46.37,246.02,0
61.7,42.3,68.65,467.7,0
51.52,53.56,65.7,271.87,0
53.01,57.44,48.25,315.94,0
45.96,45.64,87.93,123.97,0
49.81,43.91,41.59,362.3,0
69.06,82.14,29.64,242.77,0
55.58,66.61,70.41,414.87,1
46.98,60.0,16.31,142.66,0
52.48,47.36,81.85,351.68,0
42.22,26.9,56.83,38.15,0
46.89,65.29,29.31,373.9,0
65.88,47.6,37.93,279.02,0
53.86,34.61,25.59,347.92,0
70.13,40.62,61.89,227.98,0
54.24,27.61,31.12,186.08,0
54.71,64.03,64.04,247.86,0
60.13,57.29,49.51,323.04,0
33.62,48.27,46.44,369.19,0
56.64,44.23,64.17,336.46,1
54.61,32.75,66.22,187.59,0
66.89,6.66,75.62,520.52,0
62.72,19.57,43.59,339.94,0
45.93,31.63,54.46,225.32,0
64.94,28.93,43.56,350.91,0
52.9,50.21,57.93,330.72,0
47.76,59.61,40.99,278.96,0
56.58,42.69,47.37,264.87,0
53.38,70.36,47.46,418.18,0
67.31,30.91,60.28,507.34,1
57.72,42.56,55.05,55.68,0
56.65,44.08,64.11,447.66,0
62.21,64.66,53.07,302.39,0
63.74,46.91,44.56,328.4,0
61.27,47.4,58.44,462.2,0
66.36,15.21,38.49,0.0,0
59.87,28.8,65.24,397.77,0
56.34,64.73,49.86,453.9,1
64.91,7.64,58.68,217.37,0
54.27,69.17,58.96,132.73,0
55.27,53.99,83.83,496.79,1
68.77,31.54,61.87,89.23,0
67.98,30.02,56.32,350.24,0
54.93,79.13,42.54,422.77,1
51.37,70.41,69.44,347.59,1
66.71,42.85,50.14,367.76,0
61.4,47.42,27.54,268.2,0
57.52,33.37,51.49,355.53,0
52.43,47.43,58.45,214.98,0
57.65,32.87,40.27,230.53,0
54.83,43.59,52.87,304.27,0
49.69,77.59,53.71,115.22,0
56.03,43.28,53.99,369.24,0
57.12,26.14,77.22,2.31,0
52.0,20.41,31.39,343.54,0
62.23,47.29,91.61,354.82,1
65.31,31.3,54.41,204.66,0
62.76,49.44,65.44,151.92,0
52.79,15.85,57.3,251.02,0
61.05,57.42,23.93,376.76,0
55.62,25.92,35.98,341.48,0
45.11,45.83,45.56,166.62,0
60.38,38.91,72.89,312.68,0
56.17,75.93,30.08,331.43,0
75.75,48.09,39.6,326.35,1
66.66,80.02,57.97,181.61,1
60.69,55.09,63.51,318.68,0
56.99,70.66,62.97,410.13,1
56.31,41.24,37.29,364.44,0
46.97,51.22,26.24,349.38,0
41.09,66.94,64.7,497.12,0
48.02,61.29,80.8,320.13,0
54.62,54.56,48.78,198.97,0
38.16,39.1,34.4,199.35,0
50.65,42.14,47.26,321.12,0
53.02,65.48,62.09,127.49,0
53.28,69.23,50.8,262.68,1
49.71,34.33,80.33,355.7,1
52.27,31.61,71.65,440.54,1
68.79,28.73,58.32,114.72,0
60.3,59.93,19.82,311.89,0
50.52,28.27,42.54,291.81,0
54.45,59.72,45.14,304.5,0
54.77,54.82,41.56,316.99,0
48.86,35.19,58.43,296.2,0
48.85,73.15,58.81,467.07,1
63.08,18.68,24.87,449.28,0
51.64,74.87,69.48,557.19,1
46.24,50.74,55.29,298.73,0
54.65,7.68,61.44,250.72,0
55.94,73.65,68.41,183.87,0
39.22,62.5,41.19,237.67,0
54.67,37.29,77.66,385.75,0
61.94,27.64,52.45,404.22,0
58.61,16.76,82.23,381.06,0
72.84,88.48,38.91,220.26,1
65.01,28.38,80.89,220.91,0
66.59,22.26,38.73,534.78,0
77.4,49.82,100.0,200.16,0
61.07,15.52,37.87,469.98,0
56.3,27.33,74.02,348.55,0
62.79,62.91,48.48,212.09,0
50.53,53.36,67.87,157.86,0
55.86,38.05,54.27,217.33,0
49.82,45.33,35.36,350.12,0
58.18,37.04,4.66,190.84,0
49.78,43.88,100.0,486.53,1
49.5,31.29,56.31,275.06,0
58.31,34.56,2.02,384.05,0
53.9,34.01,60.45,374.37,0
39.58,31.93,67.41,494.63,0
43.36,63.79,42.13,247.44,0
45.82,58.86,42.25,312.73,0
47.94,28.22,54.64,131.83,0
58.32,23.5,76.65,312.38,0
56.75,42.17,56.8,436.8,0
63.52,83.8,81.34,326.34,1
61.02,26.5,75.36,577.52,1
63.58,42.1,50.88,362.37,0
59.87,46.6,26.73,235.15,0
56.68,43.04,50.92,354.69,0
63.79,36.75,64.48,124.39,0
62.36,65.79,56.08,204.12,0
58.01,53.18,66.42,153.96,0
65.17,60.22,70.54,301.93,1
36.23,55.61,64.56,292.74,0
52.68,61.09,50.04,444.61,0
52.55,73.52,64.36,288.11,0
64.22,68.96,95.24,179.7,1
67.57,86.85,28.18,487.12,0
43.4,66.91,63.77,0.0,1
66.29,32.95,87.98,304.62,1
45.63,60.25,33.86,326.11,0
45.87,57.79,73.02,298.77,0
53.13,79.57,75.42,360.01,1
52.45,27.59,28.42,313.28,0
42.53,55.04,67.82,359.96,0
60.2,32.74,50.12,227.73,0
60.44,54.23,53.91,124.91,0
63.43,41.13,49.15,294.44,0
51.53,53.63,78.63,176.82,1
54.68,19.61,52.98,212.58,0
54.76,59.28,46.66,439.38,1
68.5,48.71,46.97,486.96,0
32.33,47.74,48.86,437.12,0
47.34,80.1,35.57,414.89,0
55.04,38.12,46.5,307.19,0
46.32,51.16,57.12,421.85,0
52.93,46.8,62.28,342.67,0
53.99,48.56,76.67,533.7,1
49.74,84.99,59.34,189.83,0
55.52,46.15,46.46,380.71,0
60.03,34.79,36.8,148.28,0
53.11,78.68,60.3,381.4,1
51.37,39.46,52.89,93.71,0
53.67,16.11,53.48,154.37,0
54.94,31.66,59.73,146.09,0
41.08,22.56,64.35,330.26,0
58.69,12.6,59.86,342.54,1
51.39,38.47,51.93,594.06,1
65.09,43.74,40.58,289.05,0
59.73,66.25,43.97,392.7,0
64.36,56.33,70.27,319.3,0
46.91,55.51,47.38,382.67,0
52.03,28.92,30.77,317.24,0
45.06,60.93,75.87,431.95,1
49.36,70.04,38.04,173.68,0
65.02,52.1,55.63,6.3,0
66.9,52.61,63.84,350.09,0
45.81,22.24,55.06,83.39,0
51.33,63.98,10.39,457.41,0
54.39,77.05,62.03,234.23,1
59.68,50.81,78.88,175.41,0
40.92,34.3,69.16,624.06,0
42.18,42.08,16.77,297.79,0
58.92,37.43,93.29,274.79,0
39.41,38.51,31.13,389.76,0
51.43,56.66,35.59,397.86,0
56.3,50.03,69.07,436.7,0
58.33,63.07,63.15,140.04,0
53.87,51.68,56.45,364.33,1
52.07,29.45,44.75,264.82,0
61.76,35.99,78.96,189.48,1
57.28,34.87,54.29,305.77,0
49.82,41.64,26.82,82.65,0
55.3,77.3,77.18,410.75,0
58.07,80.19,58.95,265.12,1
68.75,60.06,75.07,242.7,0
61.29,47.14,65.31,283.48,1
64.72,20.49,98.05,279.9,0
50.12,48.96,49.42,436.88,1
50.81,30.78,55.29,168.51,0
53.12,74.35,67.96,254.14,1
53.85,16.09,49.53,274.01,0
46.94,51.92,69.45,172.18,0
65.13,29.26,1.95,319.12,0
62.07,44.83,53.69,213.14,0
52.55,56.99,53.15,131.49,0
60.13,63.4,52.49,363.15,1
56.78,43.91,39.22,485.67,0
60.76,58.7,71.31,305.81,0
44.25,33.08,45.92,287.61,0
53.83,49.42,58.6,285.06,0
54.54,63.04,54.33,238.09,0
59.99,50.98,64.01,440.41,0
49.97,35.47,80.76,311.29,1
35.0,39.98,58.51,38.56,0
46.35,63.28,70.15,443.87,0
54.51,25.35,57.61,414.46,0
55.51,28.0,45.89,372.19,0
68.47,55.83,52.45,0.0,0
59.66,37.1,49.9,299.65,0
55.65,18.84,65.23,407.21,0
54.74,69.31,56.92,345.54,1
63.83,25.21,40.7,324.62,0
50.28,41.41,51.0,407.46,0
53.88,33.85,27.53,316.72,0
46.29,39.64,51.68,444.43,0
66.35,29.08,55.02,319.41,0
58.14,57.86,87.55,309.86,1
49.34,46.99,79.27,407.09,1
54.08,62.71,36.39,252.17,0
59.08,34.03,58.63,168.33,0
52.99,83.39,58.95,300.46,1
50.72,10.72,50.85,370.84,0
49.77,16.47,52.0,411.04,0
57.71,76.56,48.63,411.71,0
52.14,53.53,88.71,291.76,1
51.37,51.14,47.51,279.44,0
44.31,52.76,61.14,228.95,0
55.62,55.28,9.48,329.99,0
53.55,50.4,69.82,103.07,0
52.43,27.61,76.32,302.73,0
56.59,59.73,36.06,641.96,0
60.98,56.89,45.79,119.54,0
60.61,70.71,63.13,318.82,1
59.42,76.76,55.35,345.34,1
53.07,50.95,63.39,360.78,0
50.46,22.9,49.83,184.0,0
46.65,76.91,88.54,361.87,1
50.25,26.67,42.94,235.86,0
55.16,51.08,100.0,128.69,0
48.71,40.38,77.35,414.23,0
55.77,37.25,69.98,379.75,1
47.28,58.76,36.27,184.01,0
41.71,49.4,71.37,234.74,0
61.56,54.24,65.87,230.4,0
51.2,30.32,16.85,102.77,0
48.3,41.87,29.72,391.49,0
46.25,31.15,61.44,395.99,0
58.38,41.42,52.6,260.09,0
66.0,42.86,45.7,296.62,0
51.78,78.2,74.42,313.76,1
53.28,40.33,39.09,329.33,0
63.57,6.74,46.81,138.3,0
40.52,70.11,43.35,358.61,0
70.73,53.09,64.18,158.94,0
74.55,42.64,24.05,381.77,0
33.35,37.13,46.04,172.21,0
54.22,27.96,23.99,143.99,0
49.25,79.88,49.37,296.64,1
52.88,45.93,68.01,293.94,0
51.65,13.72,68.34,312.45,0
61.49,50.9,41.9,192.87,0
54.1,66.71,64.6,324.34,0
47.71,47.82,51.67,335.64,0
53.62,28.77,79.5,439.89,0
59.12,27.16,52.66,322.2,0
45.53,28.49,1.49,228.07,0
41.83,72.39,71.1,138.35,0
70.94,43.71,46.74,116.37,0
49.86,14.78,50.06,338.76,0
53.9,51.91,61.05,395.18,1
51.82,47.54,29.36,193.17,0
59.38,36.92,56.34,330.63,0
69.18,26.63,64.62,279.09,1
59.64,25.85,61.55,386.19,0
42.85,64.56,44.22,403.93,0
43.93,49.46,72.85,28.05,0
51.81,53.62,37.05,423.86,0
52.85,49.41,43.74,330.26,0
41.22,50.9,52.55,236.24,0
61.55,36.57,60.32,239.58,1
46.31,41.3,49.16,303.81,0
66.95,65.97,77.11,239.55,0
69.57,70.46,60.32,187.56,0
53.01,23.0,56.36,215.06,0
58.51,41.25,59.68,175.18,0
45.14,60.11,68.19,461.59,0
59.99,78.88,59.33,306.71,1
51.01,77.08,22.43,570.34,1
46.3,30.68,74.61,344.53,0
52.69,67.95,57.15,370.67,0
51.27,46.06,67.33,172.61,0
52.4,63.8,47.69,273.81,0
62.6,59.19,22.12,308.72,0
48.72,22.25,13.98,223.53,0
68.88,54.9,38.0,244.22,0
44.4,63.1,64.31,350.42,0
67.92,44.64,78.36,352.77,1
46.87,40.57,60.44,139.57,0
54.99,16.71,36.06,334.05,0
51.08,57.31,40.89,366.36,0
52.25,48.76,79.49,229.17,0
61.41,28.4,31.41,216.97,0
67.0,39.13,92.83,352.98,1
64.52,47.78,88.77,0.0,0
51.76,34.94,93.42,300.25,1
56.47,45.05,61.85,496.13,0
48.74,13.5,48.85,0.0,0
47.07,69.29,61.41,398.74,1
45.83,45.29,71.35,365.33,0
51.5,25.21,43.29,127.43,0
57.0,0.73,35.18,362.46,0
39.71,63.52,49.89,420.17,0
54.63,55.05,41.1,158.81,0
67.13,48.79,77.34,215.13,1
63.98,60.55,43.9,303.13,1
50.32,60.5,56.72,417.32,0
43.83,48.5,72.69,235.07,0
58.68,40.42,78.04,294.95,0
36.46,37.49,58.75,220.21,0
63.88,52.58,61.92,302.95,0
53.29,70.15,36.69,425.6,0
69.65,43.15,73.42,312.71,0
41.18,71.58,77.74,257.1,0
62.35,51.72,21.33,296.07,0
54.2,51.85,86.73,203.92,0
52.35,88.29,42.39,180.67,0
44.04,74.75,65.7,444.41,1
59.77,75.21,56.4,496.53,1
60.41,30.64,53.91,85.02,0
69.28,84.46,51.28,369.86,1
63.06,43.52,37.13,403.07,0
50.25,40.91,64.43,154.6,0
46.97,6.13,49.85,243.39,0
44.05,50.87,31.43,230.75,0
66.79,25.5,36.37,528.11,0
48.77,52.35,31.74,498.29,0
66.84,24.09,45.56,189.46,0
59.2,77.36,63.73,124.89,0
57.64,54.93,42.2,392.76,0
52.55,86.04,72.56,365.27,1
60.29,26.59,52.85,449.28,1
54.88,72.89,49.79,172.91,0
52.05,12.55,55.3,386.82,0
60.57,48.75,80.11,212.19,1
53.85,33.63,30.32,374.78,0
48.61,36.94,84.81,295.55,0
59.8,35.7,72.28,528.07,0
54.49,28.54,54.61,353.69,0
58.91,22.33,76.29,262.32,0
51.37,37.04,49.2,316.55,0
45.33,47.09,60.14,287.94,0
68.88,65.95,45.25,161.47,0
67.37,50.32,72.4,530.99,1
62.07,66.0,42.27,491.85,0
51.9,18.39,54.08,278.84,0
52.6,37.21,67.22,383.99,0
66.06,57.8,73.87,546.17,1
52.17,51.18,40.22,448.43,0
49.94,29.5,68.56,263.11,0
69.98,61.81,37.32,289.45,0
54.62,35.44,16.29,93.9,0
69.15,31.01,41.53,392.97,0
43.81,53.77,70.02,449.14,0
59.15,45.11,54.78,449.96,0
71.57,35.59,45.37,384.12,0
55.24,34.98,56.0,342.28,0
52.89,25.74,55.4,180.26,0
45.66,37.88,66.19,338.37,0
63.66,64.8,25.99,224.2,0
48.84,49.4,53.16,363.02,0
54.24,62.25,57.24,208.34,0
45.12,54.29,30.42,362.26,0
67.46,33.98,30.18,458.77,0
64.24,15.32,48.44,345.26,0
54.75,28.32,55.15,339.42,0
45.77,32.92,55.22,409.56,0
67.29,31.53,44.99,512.44,0
52.07,62.66,44.25,287.13,1
46.16,62.47,47.89,362.52,0
40.9,84.81,60.37,481.35,1
49.83,31.25,77.4,380.31,0
43.36,73.75,15.03,59.71,0
50.02,73.64,66.21,214.13,0
60.96,40.82,53.0,390.13,0
52.0,53.52,64.46,251.98,0
57.85,67.33,76.34,472.84,1
49.21,43.94,41.41,522.95,0
55.52,42.54,72.0,229.17,1
70.37,33.71,32.43,176.1,0
52.21,2.52,57.3,256.66,0
58.08,46.27,50.63,249.73,0
42.48,32.22,55.83,484.33,0
67.16,25.64,37.2,175.76,0
51.18,52.6,62.86,389.09,0
63.4,18.88,83.55,466.54,0
54.01,59.51,37.51,398.31,0
59.89,53.7,58.41,352.37,1
60.37,37.8,70.41,280.53,0
51.38,43.86,49.66,521.88,0
63.74,23.58,79.49,270.57,0
48.93,58.51,47.27,413.79,1
61.22,48.37,52.91,280.95,1
51.88,49.71,37.12,79.0,0
57.8,54.03,57.28,267.64,0
51.3,33.44,55.05,281.25,0
55.4,17.66,66.45,282.79,1
46.4,62.23,43.55,220.76,0
56.98,57.4,42.72,375.09,0
55.35,35.36,63.32,388.45,0
50.68,52.36,80.15,263.3,0
54.56,67.64,66.32,262.29,0
56.07,65.5,88.25,173.92,0
50.07,34.84,65.0,330.52,0
53.97,18.2,64.35,465.35,0
46.96,21.29,67.23,465.43,0
73.77,39.39,81.79,228.1,1
63.47,71.32,77.28,538.94,1
57.18,31.89,35.47,256.54,0
64.38,34.27,69.41,178.09,0
39.17,33.9,59.78,136.58,0
34.54,35.43,51.51,170.85,0
51.81,44.8,23.09,340.05,0
43.97,21.96,27.28,269.1,0
53.11,64.52,48.44,224.16,0
56.65,42.39,28.64,198.31,0
62.36,89.62,48.81,169.67,0
45.89,23.88,67.86,193.22,0
58.2,73.62,44.54,421.85,0
55.12,70.04,56.5,516.4,0
57.78,37.59,35.74,523.82,0
50.84,37.89,60.38,382.45,0
66.07,28.42,64.15,240.93,0
54.17,28.62,29.39,219.86,0
69.19,44.99,41.47,390.74,0
48.68,45.37,32.19,270.44,0
60.94,16.16,64.17,349.43,0
54.52,86.28,57.95,531.65,1
52.38,40.33,54.11,326.02,1
60.06,46.18,52.69,573.34,0
52.61,33.73,60.81,164.78,0
33.7,40.19,61.17,353.69,0
30.5,38.56,46.08,337.65,0
65.18,44.95,43.56,181.91,0
64.84,44.74,53.94,396.2,0
70.1,59.49,51.58,483.7,1
54.86,49.09,92.09,564.32,1
44.66,57.68,48.09,349.35,0
51.64,44.82,60.21,71.99,0
55.09,49.16,63.39,357.24,0
46.94,40.66,80.21,389.04,0
68.19,63.06,40.4,271.78,0
72.92,50.81,79.11,325.81,1
58.83,42.15,52.35,241.99,1
54.91,41.62,100.0,283.96,0
44.64,43.03,61.53,422.1,1
67.37,45.55,32.88,466.68,0
55.61,43.99,51.45,147.51,0
52.69,34.94,79.05,238.64,0
58.85,58.77,56.47,109.39,0
50.31,59.91,53.93,520.6,0
56.18,77.11,67.94,404.49,1
43.46,34.13,48.79,59.88,0
63.7,57.0,51.21,292.26,0
54.16,10.64,38.0,265.98,0
64.27,59.92,86.12,209.29,1
53.39,18.78,32.99,424.35,0
53.91,27.28,58.05,421.61,0
45.3,50.98,63.64,332.33,0
61.08,33.81,54.75,223.0,0
47.99,31.35,32.43,224.01,0
51.11,36.27,37.02,305.27,0
55.01,58.13,64.41,245.14,1
55.97,28.21,40.96,299.3,0
41.35,44.03,17.7,366.97,0
53.15,38.18,61.97,115.98,0
61.36,59.76,39.3,209.02,0
51.97,60.26,66.36,295.96,1
53.2,11.96,51.37,487.84,0
56.3,63.81,50.5,401.44,0
53.99,34.01,55.94,299.57,0
46.76,49.25,34.51,348.28,0
54.71,28.1,40.14,287.82,0
62.95,51.68,50.32,429.27,0
46.59,90.92,34.4,352.05,1
52.0,47.29,67.85,453.46,1
43.95,36.72,49.47,137.36,0
62.53,40.82,28.91,203.26,0
54.26,18.56,44.94,332.95,0
48.2,71.08,56.82,359.22,1
55.74,50.63,46.97,588.04,1
45.37,26.12,62.2,83.07,0
46.73,26.71,65.33,296.03,0
43.32,45.28,98.23,290.65,0
46.47,61.78,75.71,328.54,1
65.86,24.28,25.55,507.99,0
49.14,65.04,48.52,405.15,0
58.73,43.35,50.2,107.52,0
48.31,28.26,65.35,484.05,0
61.08,36.58,38.2,480.7,0
46.79,76.47,45.44,331.57,0
55.31,20.01,32.6,105.87,0
55.42,31.83,44.16,281.81,0
73.62,62.15,44.83,356.25,0
60.04,48.9,49.37,419.59,0
50.26,30.76,33.64,87.55,0
60.48,62.37,72.68,207.71,1
72.11,63.22,63.5,431.76,1
41.96,50.97,28.92,480.21,0
48.26,33.98,55.47,351.66,0
53.1,36.75,26.83,437.82,0
51.66,50.12,79.16,354.63,0
52.34,21.39,84.05,415.57,0
44.57,68.9,54.0,317.41,0
66.23,75.6,39.65,357.59,0
43.62,40.75,43.04,153.39,0
53.4,51.41,46.83,386.66,0
63.37,66.34,53.08,149.72,1
54.76,80.2,79.67,386.52,1
47.16,73.03,72.2,247.32,1
44.21,13.76,72.48,344.4,0
53.16,39.32,58.07,185.66,0
48.94,54.01,34.23,239.57,0
56.64,36.1,41.14,344.16,0
43.79,77.09,56.09,390.52,0
61.5,74.33,33.38,431.25,0
55.92,30.31,60.47,161.99,0
56.52,42.08,69.49,119.86,0
66.53,31.51,64.82,182.96,0
51.5,41.49,64.09,172.13,0
49.19,40.94,21.41,488.02,0
50.62,62.18,79.0,460.82,0
53.46,29.01,26.79,180.41,0
54.27,0.0,52.25,505.24,0
48.35,16.12,66.13,453.66,0
38.82,26.49,61.45,104.45,0
50.51,33.2,32.0,176.37,0
57.88,48.37,35.23,100.89,0
56.09,25.56,60.17,289.61,0
64.6,23.2,64.2,302.09,0
70.64,28.27,35.07,301.86,0
61.07,24.92,62.07,56.79,0
66.06,35.02,27.73,128.73,0
61.13,34.25,66.24,331.22,0
68.68,57.4,39.09,374.67,1
69.81,27.19,56.45,57.62,0
62.61,38.56,53.43,146.26,0
60.65,35.19,75.89,422.69,0
53.36,59.56,59.36,153.08,0
54.67,42.22,44.22,298.24,0
52.3,63.91,61.47,141.65,0
59.97,24.26,93.56,399.78,1
49.24,44.11,68.32,57.96,0
53.47,34.63,53.93,263.46,0
36.16,22.93,39.99,412.84,0
68.78,43.78,43.9,373.2,1
53.24,76.19,67.24,244.31,0
58.64,29.65,39.06,216.16,0
66.66,42.71,55.05,272.05,0
57.4,21.38,80.88,145.28,1
66.55,18.73,57.71,288.0,0
45.07,30.83,35.58,290.05,0
74.18,36.9,94.2,249.85,1
63.7,37.7,86.72,420.04,1
56.67,40.93,64.02,171.54,0
66.4,15.33,77.96,95.47,0
45.65,33.73,50.19,236.96,0
52.69,54.03,68.04,314.88,0
66.55,20.55,47.38,287.19,0
40.06,38.61,30.6,281.86,0
59.48,50.27,100.0,164.84,1
59.26,30.92,29.68,182.1,0
70.75,51.15,60.36,241.4,0
42.34,17.62,60.15,231.94,0
67.88,60.99,64.29,431.77,0
50.52,51.58,53.39,331.67,0
51.42,46.0,53.57,236.09,0
45.22,65.25,57.49,431.4,0
46.3,39.07,63.64,353.55,1
58.23,33.88,54.97,137.09,0
46.1,69.71,53.77,0.0,0
60.92,78.13,31.22,140.85,0
49.7,32.52,91.25,371.39,1
45.3,42.95,64.64,406.98,0
50.78,63.81,58.76,100.77,0
57.69,43.59,43.76,379.04,0
52.78,55.7,36.93,374.49,0
55.27,59.05,70.48,467.41,1
60.57,34.88,52.12,414.05,0
63.66,52.55,66.18,462.23,1
52.52,44.89,30.66,358.6,0
46.65,23.1,82.84,354.59,0
55.61,27.19,71.22,259.53,0
58.77,33.26,53.54,398.43,0
43.31,61.71,63.42,140.11,0
47.88,62.3,68.34,283.36,0
49.25,58.5,30.93,364.79,0
53.34,52.92,85.2,468.99,1
48.91,52.43,63.7,242.65,0
60.66,50.0,42.33,415.99,0
42.16,52.34,35.26,276.34,0
42.36,53.56,72.77,418.45,1
52.33,19.72,58.8,203.84,0
53.59,30.78,63.69,387.12,0
43.36,26.48,55.48,288.56,0
50.15,64.93,36.95,157.79,0
51.79,74.77,64.16,281.6,0
51.85,5.96,51.44,458.61,0
56.22,73.17,54.61,177.7,0
49.71,46.56,97.79,121.88,0
66.82,63.23,70.64,347.85,1
58.91,54.12,71.68,98.66,0
48.54,70.93,100.0,487.6,1
55.76,48.78,61.92,484.58,0
55.99,20.46,57.15,424.59,0
64.72,43.1,42.77,298.65,0
50.2,54.28,46.85,499.76,0
61.14,41.11,18.15,461.45,0
55.33,56.84,69.23,236.07,0
66.93,43.82,32.2,472.66,0
65.33,34.28,71.25,190.6,0
56.58,25.45,54.23,276.36,0
52.9,37.95,57.31,84.78,0
59.05,48.68,54.24,317.51,0
53.56,9.73,79.95,264.66,0
68.44,30.96,76.77,245.74,0
55.63,9.06,54.48,280.12,0
51.75,33.89,38.82,230.45,0
51.32,66.55,71.63,305.0,0
45.3,23.65,37.46,454.03,0
59.45,57.66,27.01,172.58,0
48.44,96.28,63.97,403.5,0
63.79,71.16,76.93,325.83,1
44.66,47.4,47.71,344.9,0
56.02,60.45,62.28,296.31,0
64.2,20.35,47.52,213.91,0
37.78,16.68,68.0,353.38,0
71.15,45.52,74.71,362.26,1
51.6,52.17,50.27,203.94,0
56.13,64.7,36.5,139.38,0
59.57,34.76,28.77,310.24,0
60.81,48.48,71.66,390.57,1
